"   ","STRENGTHS","WEAKNESSES","PLAYING_STYLE","P_NAME","P_ID","TEAM_NAME","PLAYER_ID","ROWID"
"5900","Athleticism","Inconsistent Shooting","Zone Defense","Point Guard","3","""DEN""","11232","AACmXpAAGAAAhHCABY"
"5901","Ball Handling","Lack of Size/Length","Man-to-Man Defense","Point Guard","1","""MEM""","809","AACmXpAAGAAAhHCABZ"
"5902","Size/Length","Lack of Athleticism","Half-Court Offense","Small Forward","1","""DEN""","18155","AACmXpAAGAAAhHCABa"
"5903","Athleticism","Lack of Experience","Half-Court Offense","Center","1","""UTA""","19399","AACmXpAAGAAAhHCABb"
"5904","Passing","Poor Decision Making","Fast Break","Center","2","""OKC""","10444","AACmXpAAGAAAhHCABc"
"5905","Rebounding","Poor Decision Making","Pick-and-Roll","Shooting Guard","3","""CLE""","19569","AACmXpAAGAAAhHCABd"
"5906","Shooting","Weak Defense","Half-Court Offense","Center","1","""WAS""","10451","AACmXpAAGAAAhHCABe"
"5907","Athleticism","Injury Prone","Pick-and-Roll","Point Guard","3","""BOS""","1811","AACmXpAAGAAAhHCABf"
"5908","Scoring","Weak Defense","Pick-and-Roll","Shooting Guard","2","ATL","9764","AACmXpAAGAAAhHCABg"
"5909","Defense","Poor Ball Handling","Man-to-Man Defense","Power Forward","3","""NOP""","1465","AACmXpAAGAAAhHCABh"
"5910","Basketball IQ","Poor Decision Making","Fast Break","Small Forward","1","""CHI""","115","AACmXpAAGAAAhHDAAA"
"5911","Versatility","Poor Decision Making","Zone Defense","Small Forward","2","""BOS""","1870","AACmXpAAGAAAhHDAAB"
"5912","Athleticism","Inconsistent Shooting","Pick-and-Roll","Small Forward","5","""WAS""","12902","AACmXpAAGAAAhHDAAC"
"5913","Athleticism","Lack of Experience","Pick-and-Roll","Point Guard","1","""TOR""","8936","AACmXpAAGAAAhHDAAD"
"5914","Scoring","Weak Defense","Half-Court Offense","Point Guard","2","""CHA""","19041","AACmXpAAGAAAhHDAAE"
"5915","Basketball IQ","Injury Prone","Small Ball","Small Forward","5","""LAL""","15650","AACmXpAAGAAAhHDAAF"
"5916","Leadership","Injury Prone","Fast Break","Point Guard","1","""POR""","598","AACmXpAAGAAAhHDAAG"
"5917","Defense","Lack of Athleticism","Fast Break","Point Guard","5","""IND""","16864","AACmXpAAGAAAhHDAAH"
"5918","Shooting","Weak Defense","Fast Break","Shooting Guard","4","""OKC""","2370","AACmXpAAGAAAhHDAAI"
"5919","Shooting","Injury Prone","Pick-and-Roll","Point Guard","1","""ORL""","12913","AACmXpAAGAAAhHDAAJ"
"5920","Leadership","Injury Prone","Zone Defense","Shooting Guard","4","""LAL""","16616","AACmXpAAGAAAhHDAAK"
"5921","Ball Handling","Foul Prone","Zone Defense","Point Guard","1","""SAC""","11503","AACmXpAAGAAAhHDAAL"
"5922","Passing","Weak Defense","Half-Court Offense","Small Forward","4","""MEM""","8677","AACmXpAAGAAAhHDAAM"
"5923","Leadership","Poor Ball Handling","Half-Court Offense","Small Forward","4","ATL","17083","AACmXpAAGAAAhHDAAN"
"5924","Size/Length","Poor Decision Making","Small Ball","Point Guard","2","""BKN""","6574","AACmXpAAGAAAhHDAAO"
"5925","Rebounding","Poor Ball Handling","Half-Court Offense","Point Guard","3","""UTA""","11873","AACmXpAAGAAAhHDAAP"
"5926","Basketball IQ","Injury Prone","Pick-and-Roll","Center","1","""BOS""","15018","AACmXpAAGAAAhHDAAQ"
"5927","Shooting","Inconsistent Shooting","Half-Court Offense","Center","1","""SAS""","19054","AACmXpAAGAAAhHDAAR"
"5928","Versatility","Injury Prone","Fast Break","Shooting Guard","1","""LAC""","4920","AACmXpAAGAAAhHDAAS"
"5929","Athleticism","Inconsistent Shooting","Isolation","Center","5","""IND""","2637","AACmXpAAGAAAhHDAAT"
"5930","Defense","Lack of Experience","Isolation","Center","4","""SAS""","14662","AACmXpAAGAAAhHDAAU"
"5931","Versatility","Foul Prone","Isolation","Power Forward","4","""MIA""","16423","AACmXpAAGAAAhHDAAV"
"5932","Versatility","Poor Decision Making","Man-to-Man Defense","Power Forward","4","""CLE""","10358","AACmXpAAGAAAhHDAAW"
"5933","Athleticism","Foul Prone","Half-Court Offense","Shooting Guard","4","""BKN""","12565","AACmXpAAGAAAhHDAAX"
"5934","Rebounding","Lack of Athleticism","Small Ball","Point Guard","1","""SAS""","10296","AACmXpAAGAAAhHDAAY"
"5935","Athleticism","Poor Ball Handling","Pick-and-Roll","Shooting Guard","4","""BKN""","14679","AACmXpAAGAAAhHDAAZ"
"5936","Rebounding","Inconsistent Shooting","Man-to-Man Defense","Small Forward","1","""IND""","15054","AACmXpAAGAAAhHDAAa"
"5937","Leadership","Injury Prone","Fast Break","Small Forward","1","""BOS""","17605","AACmXpAAGAAAhHDAAb"
"5938","Ball Handling","Weak Defense","Fast Break","Center","4","""HOU""","551","AACmXpAAGAAAhHDAAc"
"5939","Athleticism","Lack of Experience","Half-Court Offense","Small Forward","3","""LAC""","11941","AACmXpAAGAAAhHDAAd"
"5940","Scoring","Lack of Experience","Man-to-Man Defense","Small Forward","1","""SAC""","17915","AACmXpAAGAAAhHDAAe"
"5941","Shooting","Poor Ball Handling","Pick-and-Roll","Center","2","""BKN""","12667","AACmXpAAGAAAhHDAAf"
"5942","Passing","Injury Prone","Triangle Offense","Point Guard","5","""SAC""","2620","AACmXpAAGAAAhHDAAg"
"5943","Scoring","Poor Decision Making","Zone Defense","Power Forward","5","""BKN""","13786","AACmXpAAGAAAhHDAAh"
"5944","Passing","Injury Prone","Zone Defense","Center","4","""TOR""","17269","AACmXpAAGAAAhHDAAi"
"5945","Rebounding","Foul Prone","Triangle Offense","Center","4","""MIL""","1142","AACmXpAAGAAAhHDAAj"
"5946","Athleticism","Lack of Athleticism","Triangle Offense","Shooting Guard","1","""TOR""","18819","AACmXpAAGAAAhHDAAk"
"5947","Scoring","Inconsistent Shooting","Pick-and-Roll","Small Forward","2","""NYK""","9743","AACmXpAAGAAAhHDAAl"
"5948","Athleticism","Poor Ball Handling","Isolation","Center","2","""POR""","3243","AACmXpAAGAAAhHDAAm"
"5949","Ball Handling","Lack of Size/Length","Man-to-Man Defense","Power Forward","3","""IND""","16252","AACmXpAAGAAAhHDAAn"
"5950","Versatility","Lack of Experience","Triangle Offense","Power Forward","3","""GSW""","19874","AACmXpAAGAAAhHDAAo"
"5951","Ball Handling","Foul Prone","Pick-and-Roll","Center","5","""LAC""","8000","AACmXpAAGAAAhHDAAp"
"5952","Rebounding","Weak Defense","Fast Break","Small Forward","4","""WAS""","15175","AACmXpAAGAAAhHDAAq"
"5953","Versatility","Poor Decision Making","Fast Break","Center","5","""LAC""","13272","AACmXpAAGAAAhHDAAr"
"5954","Passing","Poor Decision Making","Half-Court Offense","Shooting Guard","4","""PHX""","2769","AACmXpAAGAAAhHDAAs"
"5955","Basketball IQ","Foul Prone","Zone Defense","Small Forward","2","""LAC""","9909","AACmXpAAGAAAhHDAAt"
"5956","Shooting","Poor Decision Making","Isolation","Shooting Guard","2","""TOR""","14342","AACmXpAAGAAAhHDAAu"
"5957","Athleticism","Poor Ball Handling","Man-to-Man Defense","Shooting Guard","1","""TOR""","16690","AACmXpAAGAAAhHDAAv"
"5958","Scoring","Injury Prone","Fast Break","Small Forward","2","""DET""","5948","AACmXpAAGAAAhHDAAw"
"5959","Versatility","Weak Defense","Half-Court Offense","Point Guard","2","""WAS""","10825","AACmXpAAGAAAhHDAAx"
"5960","Rebounding","Poor Ball Handling","Triangle Offense","Shooting Guard","1","""OKC""","7345","AACmXpAAGAAAhHDAAy"
"5961","Leadership","Lack of Size/Length","Half-Court Offense","Point Guard","5","""DEN""","11380","AACmXpAAGAAAhHDAAz"
"5962","Leadership","Weak Defense","Fast Break","Point Guard","4","""PHI""","9701","AACmXpAAGAAAhHDAA0"
"5963","Rebounding","Lack of Athleticism","Isolation","Small Forward","5","""DET""","18870","AACmXpAAGAAAhHDAA1"
"5964","Athleticism","Poor Ball Handling","Small Ball","Center","2","""GSW""","444","AACmXpAAGAAAhHDAA2"
"5965","Defense","Lack of Athleticism","Half-Court Offense","Center","2","""NOP""","11835","AACmXpAAGAAAhHDAA3"
"5966","Rebounding","Inconsistent Shooting","Pick-and-Roll","Shooting Guard","1","""POR""","14530","AACmXpAAGAAAhHDAA4"
"5967","Passing","Weak Defense","Triangle Offense","Power Forward","5","""SAC""","8155","AACmXpAAGAAAhHDAA5"
"5968","Ball Handling","Weak Defense","Man-to-Man Defense","Point Guard","1","""DEN""","10166","AACmXpAAGAAAhHDAA6"
"5969","Basketball IQ","Lack of Experience","Man-to-Man Defense","Power Forward","5","""MEM""","8530","AACmXpAAGAAAhHDAA7"
"5970","Rebounding","Poor Decision Making","Fast Break","Point Guard","2","""TOR""","15325","AACmXpAAGAAAhHDAA8"
"5971","Defense","Lack of Size/Length","Pick-and-Roll","Small Forward","4","""TOR""","8047","AACmXpAAGAAAhHDAA9"
"5972","Rebounding","Poor Ball Handling","Fast Break","Point Guard","3","""DAL""","491","AACmXpAAGAAAhHDAA+"
"5973","Athleticism","Inconsistent Shooting","Half-Court Offense","Shooting Guard","4","""WAS""","15478","AACmXpAAGAAAhHDAA/"
"5974","Defense","Poor Decision Making","Isolation","Small Forward","5","""OKC""","14143","AACmXpAAGAAAhHDABA"
"5975","Shooting","Poor Decision Making","Small Ball","Small Forward","5","""TOR""","15030","AACmXpAAGAAAhHDABB"
"5976","Ball Handling","Weak Defense","Zone Defense","Shooting Guard","1","""DEN""","1938","AACmXpAAGAAAhHDABC"
"5977","Ball Handling","Lack of Experience","Fast Break","Power Forward","5","""PHI""","8036","AACmXpAAGAAAhHDABD"
"5978","Rebounding","Poor Decision Making","Small Ball","Shooting Guard","2","""PHI""","19423","AACmXpAAGAAAhHDABE"
"5979","Scoring","Lack of Experience","Half-Court Offense","Small Forward","3","""LAC""","18727","AACmXpAAGAAAhHDABF"
"5980","Scoring","Inconsistent Shooting","Fast Break","Power Forward","5","""PHI""","12857","AACmXpAAGAAAhHDABG"
"5981","Passing","Poor Ball Handling","Fast Break","Shooting Guard","4","""PHI""","5037","AACmXpAAGAAAhHDABH"
"5982","Versatility","Lack of Athleticism","Small Ball","Power Forward","4","""DEN""","4433","AACmXpAAGAAAhHDABI"
"5983","Passing","Poor Ball Handling","Fast Break","Small Forward","3","""POR""","18644","AACmXpAAGAAAhHDABJ"
"5984","Rebounding","Lack of Experience","Half-Court Offense","Small Forward","3","""DEN""","8232","AACmXpAAGAAAhHDABK"
"5985","Shooting","Foul Prone","Zone Defense","Power Forward","5","""PHX""","14284","AACmXpAAGAAAhHDABL"
"5986","Basketball IQ","Inconsistent Shooting","Pick-and-Roll","Point Guard","1","""MEM""","2766","AACmXpAAGAAAhHDABM"
"5987","Scoring","Lack of Experience","Man-to-Man Defense","Center","1","""CHA""","13200","AACmXpAAGAAAhHDABN"
"5988","Versatility","Injury Prone","Small Ball","Shooting Guard","4","""GSW""","6329","AACmXpAAGAAAhHDABO"
"5989","Athleticism","Poor Ball Handling","Triangle Offense","Center","5","""LAL""","5505","AACmXpAAGAAAhHDABP"
"5990","Size/Length","Lack of Experience","Fast Break","Shooting Guard","2","""SAC""","3709","AACmXpAAGAAAhHDABQ"
"5991","Size/Length","Lack of Athleticism","Half-Court Offense","Small Forward","4","""PHI""","7604","AACmXpAAGAAAhHDABR"
"5992","Passing","Lack of Size/Length","Isolation","Center","4","""ORL""","8483","AACmXpAAGAAAhHDABS"
"5993","Leadership","Poor Ball Handling","Man-to-Man Defense","Small Forward","4","""TOR""","19799","AACmXpAAGAAAhHDABT"
"5994","Shooting","Lack of Athleticism","Pick-and-Roll","Point Guard","4","""PHX""","15276","AACmXpAAGAAAhHDABU"
"5995","Scoring","Lack of Experience","Isolation","Power Forward","3","""BOS""","12142","AACmXpAAGAAAhHDABV"
"5996","Scoring","Poor Decision Making","Man-to-Man Defense","Point Guard","4","ATL","12334","AACmXpAAGAAAhHDABW"
"5997","Rebounding","Lack of Size/Length","Small Ball","Point Guard","2","""IND""","9648","AACmXpAAGAAAhHDABX"
"5998","Rebounding","Injury Prone","Pick-and-Roll","Shooting Guard","1","""HOU""","7735","AACmXpAAGAAAhHDABY"
"5999","Leadership","Weak Defense","Fast Break","Point Guard","4","""MIA""","7438","AACmXpAAGAAAhHDABZ"
"6000","Passing","Lack of Athleticism","Pick-and-Roll","Shooting Guard","5","""DEN""","3848","AACmXpAAGAAAhHDABa"
"6001","Passing","Poor Decision Making","Triangle Offense","Small Forward","4","""WAS""","8567","AACmXpAAGAAAhHDABb"
"6002","Rebounding","Lack of Athleticism","Zone Defense","Center","5","""ORL""","15439","AACmXpAAGAAAhHDABc"
"6003","Shooting","Poor Ball Handling","Half-Court Offense","Point Guard","2","""BOS""","18248","AACmXpAAGAAAhHDABd"
"6004","Shooting","Inconsistent Shooting","Triangle Offense","Point Guard","3","""PHI""","18409","AACmXpAAGAAAhHDABe"
"6005","Scoring","Lack of Size/Length","Isolation","Point Guard","2","""CLE""","14441","AACmXpAAGAAAhHDABf"
"6006","Shooting","Lack of Size/Length","Small Ball","Point Guard","4","""UTA""","19764","AACmXpAAGAAAhHDABg"
"6007","Defense","Lack of Size/Length","Pick-and-Roll","Point Guard","4","""MEM""","2351","AACmXpAAGAAAhHDABh"
"6008","Rebounding","Inconsistent Shooting","Triangle Offense","Center","3","""BKN""","6307","AACmXpAAGAAAhHEAAA"
"6009","Shooting","Lack of Size/Length","Zone Defense","Power Forward","1","""CHI""","15609","AACmXpAAGAAAhHEAAB"
"6010","Rebounding","Lack of Athleticism","Fast Break","Small Forward","5","""CHA""","974","AACmXpAAGAAAhHEAAC"
"6011","Basketball IQ","Foul Prone","Triangle Offense","Power Forward","1","""UTA""","6109","AACmXpAAGAAAhHEAAD"
"6012","Leadership","Poor Decision Making","Zone Defense","Small Forward","1","""CHI""","2936","AACmXpAAGAAAhHEAAE"
"6013","Scoring","Lack of Athleticism","Triangle Offense","Point Guard","2","""TOR""","13775","AACmXpAAGAAAhHEAAF"
"6014","Defense","Lack of Experience","Zone Defense","Point Guard","2","""MIL""","11830","AACmXpAAGAAAhHEAAG"
"6015","Ball Handling","Poor Ball Handling","Zone Defense","Power Forward","4","""NYK""","3235","AACmXpAAGAAAhHEAAH"
"6016","Basketball IQ","Lack of Athleticism","Small Ball","Power Forward","1","""BKN""","9011","AACmXpAAGAAAhHEAAI"
"6017","Leadership","Poor Decision Making","Triangle Offense","Shooting Guard","4","""SAC""","2793","AACmXpAAGAAAhHEAAJ"
"6018","Size/Length","Lack of Athleticism","Half-Court Offense","Shooting Guard","4","""CHA""","10742","AACmXpAAGAAAhHEAAK"
"6019","Basketball IQ","Poor Ball Handling","Man-to-Man Defense","Power Forward","4","""CLE""","18355","AACmXpAAGAAAhHEAAL"
"6020","Scoring","Poor Decision Making","Isolation","Center","3","""IND""","11113","AACmXpAAGAAAhHEAAM"
"6021","Ball Handling","Foul Prone","Man-to-Man Defense","Power Forward","4","""POR""","7394","AACmXpAAGAAAhHEAAN"
"6022","Leadership","Lack of Athleticism","Pick-and-Roll","Point Guard","2","""CHI""","17288","AACmXpAAGAAAhHEAAO"
"6023","Rebounding","Foul Prone","Fast Break","Center","5","""POR""","1922","AACmXpAAGAAAhHEAAP"
"6024","Ball Handling","Lack of Size/Length","Small Ball","Center","2","""NYK""","17885","AACmXpAAGAAAhHEAAQ"
"6025","Scoring","Poor Ball Handling","Pick-and-Roll","Shooting Guard","5","""MIN""","10913","AACmXpAAGAAAhHEAAR"
"6026","Athleticism","Weak Defense","Half-Court Offense","Power Forward","1","""CLE""","17911","AACmXpAAGAAAhHEAAS"
"6027","Leadership","Injury Prone","Zone Defense","Center","2","""WAS""","8029","AACmXpAAGAAAhHEAAT"
"6028","Size/Length","Poor Decision Making","Small Ball","Power Forward","2","""NYK""","12181","AACmXpAAGAAAhHEAAU"
"6029","Shooting","Weak Defense","Triangle Offense","Power Forward","1","""MIA""","6093","AACmXpAAGAAAhHEAAV"
"6030","Size/Length","Lack of Athleticism","Pick-and-Roll","Shooting Guard","3","""PHI""","14600","AACmXpAAGAAAhHEAAW"
"6031","Size/Length","Lack of Athleticism","Pick-and-Roll","Small Forward","2","""POR""","11700","AACmXpAAGAAAhHEAAX"
"6032","Leadership","Injury Prone","Half-Court Offense","Power Forward","1","""MIA""","4483","AACmXpAAGAAAhHEAAY"
"6033","Leadership","Lack of Athleticism","Isolation","Point Guard","1","""DET""","8003","AACmXpAAGAAAhHEAAZ"
"6034","Versatility","Inconsistent Shooting","Isolation","Shooting Guard","4","""DAL""","14373","AACmXpAAGAAAhHEAAa"
"6035","Ball Handling","Lack of Experience","Zone Defense","Small Forward","4","""WAS""","7223","AACmXpAAGAAAhHEAAb"
"6036","Versatility","Injury Prone","Isolation","Shooting Guard","2","""NOP""","17904","AACmXpAAGAAAhHEAAc"
"6037","Scoring","Lack of Athleticism","Isolation","Power Forward","4","""SAS""","13163","AACmXpAAGAAAhHEAAd"
"6038","Defense","Weak Defense","Isolation","Shooting Guard","3","""MIL""","2376","AACmXpAAGAAAhHEAAe"
"6039","Passing","Lack of Experience","Zone Defense","Shooting Guard","5","""ORL""","14065","AACmXpAAGAAAhHEAAf"
"6040","Shooting","Weak Defense","Triangle Offense","Shooting Guard","3","""CLE""","85","AACmXpAAGAAAhHEAAg"
"6041","Scoring","Lack of Experience","Half-Court Offense","Point Guard","1","""BOS""","13911","AACmXpAAGAAAhHEAAh"
"6042","Athleticism","Lack of Experience","Isolation","Shooting Guard","3","""HOU""","6404","AACmXpAAGAAAhHEAAi"
"6043","Size/Length","Lack of Experience","Small Ball","Point Guard","4","""PHX""","1962","AACmXpAAGAAAhHEAAj"
"6044","Scoring","Lack of Athleticism","Small Ball","Center","3","""NYK""","2293","AACmXpAAGAAAhHEAAk"
"6045","Passing","Injury Prone","Man-to-Man Defense","Center","4","""DET""","2090","AACmXpAAGAAAhHEAAl"
"6046","Leadership","Injury Prone","Man-to-Man Defense","Shooting Guard","2","""DET""","5663","AACmXpAAGAAAhHEAAm"
"6047","Rebounding","Foul Prone","Man-to-Man Defense","Shooting Guard","2","""CLE""","11727","AACmXpAAGAAAhHEAAn"
"6048","Athleticism","Poor Decision Making","Fast Break","Power Forward","4","""LAL""","11050","AACmXpAAGAAAhHEAAo"
"6049","Ball Handling","Lack of Experience","Isolation","Point Guard","3","""MIL""","1117","AACmXpAAGAAAhHEAAp"
"6050","Size/Length","Foul Prone","Half-Court Offense","Center","4","""MIA""","1582","AACmXpAAGAAAhHEAAq"
"6051","Passing","Weak Defense","Fast Break","Power Forward","2","""MEM""","13336","AACmXpAAGAAAhHEAAr"
"6052","Ball Handling","Lack of Size/Length","Zone Defense","Shooting Guard","5","""PHX""","2581","AACmXpAAGAAAhHEAAs"
"6053","Versatility","Weak Defense","Half-Court Offense","Shooting Guard","5","""OKC""","10492","AACmXpAAGAAAhHEAAt"
"6054","Rebounding","Poor Ball Handling","Half-Court Offense","Point Guard","4","""BOS""","13485","AACmXpAAGAAAhHEAAu"
"6055","Rebounding","Lack of Experience","Zone Defense","Point Guard","5","""TOR""","7874","AACmXpAAGAAAhHEAAv"
"6056","Basketball IQ","Inconsistent Shooting","Fast Break","Shooting Guard","1","""IND""","15419","AACmXpAAGAAAhHEAAw"
"6057","Size/Length","Injury Prone","Isolation","Small Forward","5","""CHA""","11806","AACmXpAAGAAAhHEAAx"
"6058","Passing","Foul Prone","Isolation","Small Forward","4","""SAC""","6946","AACmXpAAGAAAhHEAAy"
"6059","Rebounding","Lack of Experience","Isolation","Small Forward","3","""IND""","4881","AACmXpAAGAAAhHEAAz"
"6060","Athleticism","Weak Defense","Zone Defense","Shooting Guard","5","""MEM""","1454","AACmXpAAGAAAhHEAA0"
"6061","Athleticism","Lack of Experience","Triangle Offense","Small Forward","3","""CHA""","10323","AACmXpAAGAAAhHEAA1"
"6062","Size/Length","Foul Prone","Zone Defense","Point Guard","3","""LAL""","7628","AACmXpAAGAAAhHEAA2"
"6063","Passing","Lack of Athleticism","Fast Break","Shooting Guard","5","ATL","11677","AACmXpAAGAAAhHEAA3"
"6064","Basketball IQ","Lack of Size/Length","Isolation","Center","5","""IND""","764","AACmXpAAGAAAhHEAA4"
"6065","Shooting","Injury Prone","Fast Break","Center","1","""CHI""","11185","AACmXpAAGAAAhHEAA5"
"6066","Ball Handling","Injury Prone","Triangle Offense","Power Forward","2","""CHI""","18418","AACmXpAAGAAAhHEAA6"
"6067","Scoring","Poor Ball Handling","Triangle Offense","Small Forward","4","""PHI""","16215","AACmXpAAGAAAhHEAA7"
"6068","Leadership","Lack of Size/Length","Pick-and-Roll","Shooting Guard","2","""IND""","10522","AACmXpAAGAAAhHEAA8"
"6069","Versatility","Lack of Athleticism","Zone Defense","Small Forward","1","""NYK""","14313","AACmXpAAGAAAhHEAA9"
"6070","Ball Handling","Lack of Experience","Triangle Offense","Power Forward","3","""WAS""","2685","AACmXpAAGAAAhHEAA+"
